"Sens Factor =-1.935dB, SERNO: 7177856"
10.054	-5.9171
10.179	-5.7511
10.306	-5.5884
10.434	-5.4288
10.564	-5.2724
10.696	-5.1191
10.829	-4.9690
10.964	-4.8219
11.1	-4.6778
11.238	-4.5367
11.378	-4.3986
11.52	-4.2634
11.663	-4.1311
11.809	-4.0017
11.956	-3.8751
12.104	-3.7514
12.255	-3.6304
12.408	-3.5121
12.562	-3.3966
12.718	-3.2837
12.877	-3.1735
13.037	-3.0659
13.199	-2.9608
13.364	-2.8583
13.53	-2.7584
13.698	-2.6609
13.869	-2.5658
14.042	-2.4732
14.216	-2.3830
14.393	-2.2951
14.573	-2.2095
14.754	-2.1262
14.938	-2.0452
15.124	-1.9664
15.312	-1.8898
15.503	-1.8154
15.696	-1.7430
15.891	-1.6728
16.089	-1.6047
16.289	-1.5385
16.492	-1.4744
16.697	-1.4123
16.905	-1.3520
17.115	-1.2937
17.328	-1.2373
17.544	-1.1826
17.763	-1.1298
17.984	-1.0788
18.208	-1.0295
18.434	-0.9819
18.664	-0.9360
18.896	-0.8917
19.131	-0.8491
19.369	-0.8080
19.611	-0.7685
19.855	-0.7304
20.102	-0.6939
20.352	-0.6588
20.605	-0.6252
20.862	-0.5929
21.122	-0.5620
21.385	-0.5324
21.651	-0.5041
21.92	-0.4770
22.193	-0.4512
22.47	-0.4265
22.749	-0.4031
23.032	-0.3807
23.319	-0.3595
23.609	-0.3393
23.903	-0.3201
24.201	-0.3020
24.502	-0.2848
24.807	-0.2685
25.116	-0.2532
25.429	-0.2387
25.745	-0.2251
26.066	-0.2122
26.39	-0.2002
26.719	-0.1888
27.051	-0.1782
27.388	-0.1683
27.729	-0.1590
28.074	-0.1503
28.424	-0.1422
28.778	-0.1347
29.136	-0.1276
29.499	-0.1211
29.866	-0.1150
30.238	-0.1093
30.614	-0.1040
30.995	-0.0991
31.381	-0.0945
31.772	-0.0901
32.167	-0.0861
32.568	-0.0822
32.973	-0.0786
33.383	-0.0751
33.799	-0.0717
34.22	-0.0685
34.646	-0.0653
35.077	-0.0621
35.514	-0.0584
35.956	-0.0550
36.403	-0.0518
36.857	-0.0489
37.315	-0.0463
37.78	-0.0439
38.25	-0.0417
38.726	-0.0397
39.209	-0.0376
39.697	-0.0357
40.191	-0.0337
40.691	-0.0318
41.198	-0.0301
41.711	-0.0286
42.23	-0.0275
42.756	-0.0266
43.288	-0.0262
43.827	-0.0261
44.372	-0.0265
44.925	-0.0272
45.484	-0.0284
46.05	-0.0300
46.623	-0.0321
47.204	-0.0344
47.791	-0.0369
48.386	-0.0396
48.989	-0.0423
49.599	-0.0448
50.216	-0.0470
50.841	-0.0490
51.474	-0.0507
52.115	-0.0524
52.764	-0.0540
53.42	-0.0556
54.085	-0.0573
54.759	-0.0591
55.44	-0.0612
56.131	-0.0635
56.829	-0.0661
57.537	-0.0691
58.253	-0.0724
58.978	-0.0759
59.712	-0.0797
60.456	-0.0835
61.208	-0.0871
61.97	-0.0906
62.742	-0.0938
63.523	-0.0967
64.314	-0.0993
65.114	-0.1017
65.925	-0.1040
66.745	-0.1061
67.576	-0.1082
68.418	-0.1100
69.269	-0.1116
70.132	-0.1130
71.005	-0.1139
71.889	-0.1145
72.784	-0.1147
73.69	-0.1146
74.607	-0.1142
75.536	-0.1136
76.476	-0.1130
77.428	-0.1123
78.392	-0.1119
79.368	-0.1116
80.356	-0.1116
81.356	-0.1120
82.369	-0.1128
83.394	-0.1140
84.433	-0.1157
85.484	-0.1177
86.548	-0.1199
87.625	-0.1221
88.716	-0.1245
89.82	-0.1270
90.939	-0.1294
92.071	-0.1319
93.217	-0.1344
94.377	-0.1369
95.552	-0.1394
96.742	-0.1419
97.946	-0.1444
99.165	-0.1470
100.4	-0.1497
101.65	-0.1527
102.915	-0.1560
104.196	-0.1597
105.493	-0.1639
106.806	-0.1685
108.136	-0.1736
109.482	-0.1789
110.845	-0.1845
112.225	-0.1902
113.622	-0.1960
115.037	-0.2019
116.469	-0.2080
117.919	-0.2141
119.386	-0.2204
120.873	-0.2267
122.377	-0.2330
123.901	-0.2393
125.443	-0.2455
127.005	-0.2516
128.586	-0.2575
130.187	-0.2631
131.807	-0.2686
133.448	-0.2739
135.109	-0.2791
136.791	-0.2841
138.494	-0.2890
140.218	-0.2938
141.964	-0.2985
143.731	-0.3028
145.52	-0.3068
147.332	-0.3103
149.166	-0.3131
151.023	-0.3152
152.903	-0.3165
154.806	-0.3168
156.734	-0.3162
158.685	-0.3148
160.66	-0.3126
162.66	-0.3099
164.685	-0.3067
166.735	-0.3032
168.811	-0.2993
170.912	-0.2953
173.04	-0.2909
175.194	-0.2864
177.375	-0.2816
179.583	-0.2766
181.819	-0.2716
184.082	-0.2666
186.374	-0.2616
188.694	-0.2567
191.043	-0.2519
193.421	-0.2473
195.829	-0.2428
198.267	-0.2384
200.735	-0.2340
203.234	-0.2296
205.764	-0.2251
208.325	-0.2207
210.919	-0.2162
213.544	-0.2116
216.203	-0.2069
218.894	-0.2021
221.619	-0.1972
224.378	-0.1924
227.171	-0.1874
229.999	-0.1822
232.862	-0.1770
235.761	-0.1717
238.696	-0.1665
241.668	-0.1613
244.676	-0.1564
247.722	-0.1518
250.806	-0.1477
253.928	-0.1442
257.089	-0.1415
260.29	-0.1396
263.53	-0.1382
266.81	-0.1374
270.132	-0.1370
273.495	-0.1367
276.899	-0.1367
280.346	-0.1367
283.836	-0.1368
287.37	-0.1369
290.947	-0.1373
294.569	-0.1377
298.236	-0.1383
301.949	-0.1388
305.708	-0.1394
309.513	-0.1398
313.366	-0.1401
317.267	-0.1402
321.217	-0.1399
325.216	-0.1393
329.264	-0.1383
333.363	-0.1369
337.513	-0.1353
341.715	-0.1335
345.969	-0.1316
350.276	-0.1297
354.636	-0.1277
359.051	-0.1260
363.521	-0.1243
368.046	-0.1228
372.628	-0.1214
377.266	-0.1200
381.963	-0.1184
386.718	-0.1164
391.532	-0.1138
396.406	-0.1110
401.341	-0.1082
406.337	-0.1054
411.395	-0.1027
416.517	-0.1001
421.702	-0.0975
426.951	-0.0949
432.266	-0.0923
437.648	-0.0897
443.096	-0.0870
448.612	-0.0842
454.196	-0.0813
459.851	-0.0783
465.575	-0.0751
471.371	-0.0718
477.239	-0.0684
483.18	-0.0648
489.195	-0.0611
495.285	-0.0571
501.45	-0.0531
507.693	-0.0489
514.013	-0.0446
520.412	-0.0402
526.89	-0.0357
533.449	-0.0313
540.09	-0.0270
546.814	-0.0229
553.621	-0.0190
560.513	-0.0153
567.49	-0.0119
574.555	-0.0087
581.707	-0.0057
588.949	-0.0027
596.281	0.0002
603.703	0.0031
611.219	0.0060
618.828	0.0089
626.531	0.0115
634.331	0.0138
642.228	0.0154
650.222	0.0162
658.317	0.0165
666.512	0.0166
674.809	0.0167
683.21	0.0170
691.715	0.0176
700.326	0.0183
709.044	0.0193
717.871	0.0204
726.807	0.0214
735.855	0.0223
745.016	0.0230
754.29	0.0235
763.68	0.0239
773.187	0.0240
782.812	0.0240
792.557	0.0239
802.424	0.0236
812.413	0.0232
822.526	0.0227
832.766	0.0220
843.133	0.0213
853.629	0.0205
864.255	0.0196
875.014	0.0187
885.907	0.0178
896.935	0.0168
908.101	0.0156
919.406	0.0144
930.851	0.0130
942.439	0.0116
954.171	0.0101
966.049	0.0084
978.076	0.0066
990.251	0.0045
1002.579	0.0023
1015.06	-0.0003
1027.696	-0.0033
1040.489	-0.0066
1053.442	-0.0101
1066.556	-0.0140
1079.833	-0.0182
1093.276	-0.0226
1106.886	-0.0273
1120.665	-0.0323
1134.616	-0.0377
1148.741	-0.0435
1163.041	-0.0497
1177.519	-0.0562
1192.178	-0.0630
1207.019	-0.0702
1222.045	-0.0775
1237.258	-0.0850
1252.66	-0.0926
1268.254	-0.1004
1284.042	-0.1082
1300.027	-0.1161
1316.211	-0.1240
1332.596	-0.1318
1349.185	-0.1395
1365.981	-0.1471
1382.985	-0.1546
1400.202	-0.1619
1417.633	-0.1692
1435.28	-0.1763
1453.148	-0.1834
1471.238	-0.1905
1489.553	-0.1973
1508.096	-0.2040
1526.87	-0.2104
1545.877	-0.2166
1565.121	-0.2225
1584.605	-0.2283
1604.332	-0.2338
1624.303	-0.2390
1644.524	-0.2439
1664.996	-0.2485
1685.723	-0.2527
1706.708	-0.2565
1727.955	-0.2598
1749.466	-0.2627
1771.244	-0.2650
1793.294	-0.2667
1815.618	-0.2678
1838.221	-0.2683
1861.104	-0.2683
1884.272	-0.2678
1907.729	-0.2669
1931.478	-0.2657
1955.523	-0.2641
1979.866	-0.2621
2004.513	-0.2595
2029.467	-0.2564
2054.731	-0.2527
2080.31	-0.2486
2106.207	-0.2441
2132.427	-0.2391
2158.973	-0.2339
2185.849	-0.2285
2213.06	-0.2231
2240.61	-0.2177
2268.503	-0.2125
2296.743	-0.2075
2325.334	-0.2028
2354.282	-0.1985
2383.59	-0.1945
2413.262	-0.1908
2443.305	-0.1871
2473.721	-0.1833
2504.515	-0.1792
2535.693	-0.1750
2567.26	-0.1705
2599.219	-0.1659
2631.576	-0.1610
2664.335	-0.1558
2697.503	-0.1505
2731.084	-0.1453
2765.082	-0.1402
2799.504	-0.1349
2834.354	-0.1295
2869.638	-0.1237
2905.362	-0.1176
2941.53	-0.1112
2978.148	-0.1045
3015.222	-0.0975
3052.758	-0.0902
3090.761	-0.0827
3129.237	-0.0749
3168.192	-0.0669
3207.632	-0.0587
3247.563	-0.0503
3287.991	-0.0417
3328.923	-0.0331
3370.364	-0.0243
3412.32	-0.0153
3454.799	-0.0059
3497.807	0.0039
3541.351	0.0142
3585.436	0.0250
3630.07	0.0357
3675.26	0.0460
3721.012	0.0561
3767.334	0.0665
3814.233	0.0772
3861.715	0.0885
3909.789	0.1005
3958.46	0.1133
4007.738	0.1268
4057.63	0.1407
4108.142	0.1548
4159.283	0.1690
4211.061	0.1831
4263.483	0.1972
4316.559	0.2111
4370.294	0.2248
4424.699	0.2384
4479.781	0.2520
4535.548	0.2656
4592.01	0.2791
4649.175	0.2919
4707.051	0.3039
4765.648	0.3146
4824.975	0.3237
4885.039	0.3310
4945.852	0.3370
5007.421	0.3416
5069.757	0.3450
5132.87	0.3471
5196.768	0.3480
5261.46	0.3476
5326.959	0.3460
5393.273	0.3437
5460.413	0.3411
5528.388	0.3382
5597.209	0.3350
5666.887	0.3313
5737.433	0.3271
5808.857	0.3221
5881.169	0.3162
5954.383	0.3094
6028.507	0.3021
6103.555	0.2946
6179.536	0.2867
6256.464	0.2776
6334.349	0.2670
6413.204	0.2549
6493.04	0.2412
6573.87	0.2257
6655.706	0.2080
6738.562	0.1880
6822.448	0.1657
6907.379	0.1419
6993.367	0.1172
7080.426	0.0918
7168.568	0.0657
7257.808	0.0386
7348.158	0.0104
7439.633	-0.0189
7532.248	-0.0491
7626.015	-0.0801
7720.949	-0.1117
7817.065	-0.1438
7914.377	-0.1760
8012.901	-0.2081
8112.652	-0.2400
8213.645	-0.2720
8315.894	-0.3040
8419.416	-0.3360
8524.228	-0.3680
8630.343	-0.3999
8737.78	-0.4315
8846.555	-0.4627
8956.683	-0.4939
9068.182	-0.5252
9181.069	-0.5567
9295.362	-0.5884
9411.078	-0.6205
9528.233	-0.6529
9646.849	-0.6857
9766.939	-0.7191
9888.525	-0.7529
10011.625	-0.7872
10136.257	-0.8218
10262.44	-0.8566
10390.195	-0.8913
10519.54	-0.9258
10650.495	-0.9599
10783.08	-0.9936
10917.316	-1.0268
11053.223	-1.0590
11190.821	-1.0896
11330.133	-1.1182
11471.179	-1.1453
11613.98	-1.1712
11758.561	-1.1966
11904.939	-1.2218
12053.141	-1.2472
12203.188	-1.2727
12355.102	-1.2983
12508.907	-1.3241
12664.627	-1.3499
12822.286	-1.3757
12981.907	-1.4012
13143.516	-1.4266
13307.136	-1.4516
13472.793	-1.4759
13640.512	-1.4986
13810.319	-1.5199
13982.24	-1.5372
14156.302	-1.5479
14332.529	-1.5532
14510.951	-1.5561
14691.595	-1.5582
14874.486	-1.5600
15059.655	-1.5618
15247.129	-1.5633
15436.937	-1.5642
15629.106	-1.5643
15823.669	-1.5623
16020.654	-1.5594
16220.091	-1.5553
16422.01	-1.5498
16626.443	-1.5428
16833.422	-1.5341
17042.977	-1.5234
17255.141	-1.5108
17469.945	-1.4965
17687.424	-1.4813
17907.609	-1.4787
18130.537	-1.4751
18356.24	-1.4707
18584.752	-1.4657
18816.107	-1.4606
19050.346	-1.4556
19287.498	-1.4510
19527.604	-1.4461
19770.697	-1.4402
20016.816	-1.4327

